,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Ability Score
714,Jared Harper,22,,,,,Auburn,,,0
715,Jaxson Hayes,19,"Norman, OK",USA,,,Texas,,,0
716,Reggie Hearn,28,"Fort Wayne, IN",USA,,,Northwestern University,,,0
717,Myke Henry,27,"Chicago, IL",USA,,,DePaul University,,,0
718,Dewan Hernandez,23,"Miami, FL",USA,,,Miami,,,0
719,Tyler Herro,20,"Milwaukee, WI",USA,,,Kentucky,,,0
720,Kevin Hervey,23,"Dallas, TX",USA,,,Texas-Arlington,,,0
721,Stephan Hicks,28,,,,,,,,0
722,Ahmed Hill,25,"Fort Valley, GA",USA,,,Virginia Tech,,,0
723,Amir Hinton,23,"Philadelphia, PA",USA,,,Shaw University,,,0
724,Jaylen Hoard,21,Le Havre,France,,,Wake Forest,,,0
725,Fred Hoiberg,2,"Lincoln, NE",USA,,,Iowa State University,,,0
726,Aric Holman,22,"Owensboro, KY",USA,,,Mississippi State,,,0
727,Daulton Hommes,23,"Bellingham, WA",USA,,,Western Washington,,,0
728,Scotty Hopson,30,,,,,,,,0
729,Talen Horton-Tucker,19,"Chicago, IL",USA,,,Iowa State,,,0
730,William Howard,26,Montbrison,France,,,,,,0
731,De'Andre Hunter,22,"Philadelphia, PA",USA,,,Virginia,,,0
732,Vince Hunter,25,"Detroit, MI",USA,,,University of Texas at El Paso,,,0
733,Jarrett Jack,36,"Fort Washington, MD",USA,,,Georgia Institute of Technology,,,0
734,Justin Jackson,23,"Toronto, ON",Canada,,,Maryland,,,0
735,Justin James,23,"Port St. Lucie, FL",USA,,,Wyoming,,,0
736,Mike James,29,"Copaigue, NY",USA,,,Duquesne University,,,0
737,DaQuan Jeffries,22,,,,,,,,0
738,Ty Jerome,22,,,,,Virginia,,,0
739,Cameron Johnson,24,"Moon Township, PA",USA,,,North Carolina,,,0
740,Chris Johnson,29,"Orlando, FL",USA,,,University of Dayton,,,0
741,Jaylen Johnson,23,,,,,,,,0
742,Keldon Johnson,20,"Chesterfield, VA",USA,,,Kentucky,,,0
743,Mfiondu Kabengele,22,"Burlington, ON",Canada,,,Florida State,,,0
744,Steve Kerr,2,Beirut,Lebanon,,,University of Arizona,,,0
745,Louis King,21,"Secaucus, NJ",USA,,,Oregon,,,0
746,V.J. King,23,"Akron, OH",USA,,,,,,0
747,Sagaba Konate,23,Bamako,Mali,,,West Virginia,,,0
748,John Konchar,24,,,,,Purdue Fort Wayne,,,0
749,Christ Koumadje,23,N'djamena,Chad,,,Florida State,,,0
750,David Kramer,23,Myjava,Slovakia,,,,,,0
751,Romeo Langford,20,"New Albany, IN",USA,,,Indiana,,,0
752,Terry Larrier,24,"The Bronx, NY",USA,,,Connecticut,,,0
753,Vic Law,24,,,,,,,,0
754,Jalen Lecque,19,"Manhattan, NY",USA,,,Brewster Academy,,,0
755,Nassir Little,20,"Pensacola, FL",USA,,,North Carolina,,,0
756,Sanjay Lumpkin,25,,USA,,,Northwestern,,,0
757,Sheldon Mac,27,,,,,,,,0
758,Josh Magette,30,"Birmingham, AL",USA,,,Alabama Huntsville,,,0
759,Matur Maker,22,,South Sudan,,,,,,0
760,Terance Mann,23,"Tilton, NH",USA,,,Florida State,,,0
761,Caleb Martin,24,"Reno, NV",USA,,,Nevada-Reno,,,0
762,Cody Martin,24,"Reno, NV",USA,,,,,,0
763,Jeremiah Martin,23,,,,,Memphis,,,0
764,Kelan Martin,24,,,,,Butler,,,0
765,Garrison Mathews,23,,,,,Lipscomb,,,0
766,Dakota Mathias,24,"Lima, OH",USA,,,Purdue,,,0
767,Jalen McDaniels,22,"Federal Way, WA",USA,,,San Diego State,,,0
768,KJ McDaniels,27,"Mobile, AL",USA,,,Clemson University,,,0
769,Jordan McLaughlin,24,"Pasadena, CA",USA,,,,,,0
770,Nate McMillan,2,"Raleigh, NC",USA,,,North Carolina State University,,,0
771,Nicolo Melli,29,Reggio Emilia,Italy,,,,,,0
772,Eric Mika,25,"Salt Lake City, UT",USA,,,Brigham Young,,,0
773,Elijah Millsap,32,"Grambling, LA",USA,,,University of Alabama at Birmingham,,,0
774,Adam Mokoka,21,Paris,France,,,,,,0
775,Matt Mooney,23,"Niles, IL",USA,,,,,,0
776,Ben Moore,24,"Bolingbrook, IL",USA,,,Southern Methodist University,,,0
777,Doral Moore,23,"Louisville, KY",USA,,,,,,0
778,Ja Morant,20,"Dalzell, SC",USA,,,Murray State,,,0
779,Juwan Morgan,22,,,,,Indiana,,,0
780,Mychal Mulder,25,"Toronto, ON",Canada,,,,,,0
781,Xavier Munford,27,"Hillside, NJ",USA,,,University of Rhode Island,,,0
782,Dejounte Murray,23,"Seattle, WA",USA,,,University of Washington,,,0
783,Le'Bryan Nash,27,,,,,,,,0
784,Tyler Nelson,24,,USA,,,Fairfield University,,,0
785,Malik Newman,23,,USA,,,Kansas,,,0
786,Zach Norvell Jr.,22,"Chicago, IL",USA,,,Gonzaga,,,0
787,Duane Notice,25,,Canada,,,South Carolina,,,0
788,Jaylen Nowell,20,"Seattle, WA",USA,,,Washington,,,0
789,Kendrick Nunn,24,"Chicago, IL",USA,,,,,,0
790,Shawn Occeus,22,,USA,,,Northeastern,,,0
791,Norense Odiase,24,"Crowley, TX",USA,,,,,,0
792,Mark Ogden Jr.,25,,USA,,,Dixie,,,0
793,Chuma Okeke,21,"Atlanta, GA",USA,,,Auburn,,,0
794,KZ Okpala,20,"Orange County, CA",USA,,,Stanford,,,0
795,Miye Oni,22,"Northridge, CA",USA,,,Yale,,,0
796,Randy Onwuasor,24,,USA,,,Louisiana State,,,0
797,Tariq Owens,24,"Baltimore, MD",USA,,,Texas Tech,,,0
798,James Palmer Jr.,23,"Washington, DC",USA,,,University of Nebraska-Lincoln,,,0
799,Jeremy Pargo,34,,USA,,,Gonzaga,,,0
800,Eric Paschall,23,"North Tarrytown, NY",USA,,,Villanova,,,0
801,Anzejs Pasecniks,24,Riga,Latvia,,,,,,0
802,Norvel Pelle,27,St. John's,USA,,,,,,0
803,Josh Perkins,24,,USA,,,Gonzaga,,,0
804,London Perrantes,25,"Los Angeles, CA",USA,,,University of Virginia,,,0
805,Lamar Peters,21,,,,,Mississippi State,,,0
806,Isaiah Pineiro,25,,USA,,,San Diego,,,0
807,Sir'Dominic Pointer,27,,USA,,,"St. John's, N.Y.",,,0
808,Vincent Poirier,26,Clamart,France,,,,,,0
809,Jordan Poole,20,"Milwaukee, WI",USA,,,Michigan,,,0
810,Gregg Popovich,2,,,,,,,,0
811,Jontay Porter,20,"Columbia, MO",USA,,,Missouri,,,0
812,Kevin Porter Jr.,19,"Seattle, WA",USA,,,USC,,,0
813,Michael Porter Jr.,21,"Columbia, MS",USA,,,,,,0
814,Kristaps Porzingis,24,Liepaja,Latvia,,,,,,0
815,Jacob Pullen,30,"Maywood, IL",USA,,,Kansas State University,,,0
816,Tim Quarterman,25,"Savannah, GA",USA,,,Louisiana State University,,,0
817,Levi Randolph,27,"Madison, AL",USA,,,,,,0
818,Xavier Rathan-Mayes,25,,,,,,,,0
819,Josh Reaves,22,"Fairfax, VA",USA,,,Penn State,,,0
820,Cam Reddish,20,"Norristown, PA",USA,,,Duke,,,0
821,Willie Reed,29,"Kansas City, MO",USA,,,Saint Louis University,,,0
822,Naz Reid,20,"Asbury Park, NJ",USA,,,Louisiana State,,,0
823,Doc Rivers,2,"Chicago, IL",USA,,,Marquette University,,,0
824,Andre Roberson,28,"Las Cruces, NM",USA,,,University of Colorado,,,0
825,Jeff Roberson,23,,,,,,,,0
826,Tyler Roberson,25,,USA,,,Syracuse,,,0
827,Alex Robinson,24,,USA,,,Texas Christian,,,0
828,Justin Robinson,22,,,,,Virginia Tech,,,0
829,Isaiah Roby,22,"Dixon, IL",USA,,,University of Nebraska-Lincoln,,,0
830,Angel Rodriguez,27,,Puerto Rico,,,Miami,,,0
831,Brandon Rush,34,"Kansas City, MO",USA,,,University of Kansas,,,0
832,Luka Samanic,20,Zagreb,Croatia,,,,,,0
833,Admiral Schofield,23,London,United Kingdom,,,Tennessee,,,0
834,Mike Scott,26,"Los Angeles, CA",USA,,,,,,0
835,Marial Shayok,24,"Ottawa, ON",Canada,,,Iowa State,,,0
836,Simisola Shittu,20,London,Canada,,,Vanderbilt,,,0
837,Chris Silva,23,,,,,South Carolina,,,0
838,Justin Simon,23,"Los Angeles, CA",USA,,,,,,0
839,Alen Smailagic,19,Belgrade,Serbia,,,,,,0
840,Quin Snyder,2,,,,,,,,0
841,Erik Spoelstra,2,,,,,,,,0
842,David Stockton,28,,,,,,,,0
843,Terry Stotts,2,,,,,,,,0
844,Max Strus,24,"HIckory Hills, IL",USA,,,DePaul,,,0
845,Isaiah Taylor,25,"Hayward, CA",USA,,,University of Texas at Austin,,,0
846,Marquis Teague,27,,,,,,,,0
847,Mirza Teletovic,34,Mostar,Bosnia and Herzegovina,,,,,,0
848,Matt Thomas,25,"Decatur, IL",USA,,,Iowa State,,,0
849,Stephen Thompson,23,,USA,,,,,,0
850,Matisse Thybulle,23,,,,,Washington,,,0
851,Juan Toscano-Anderson,27,,USA,,,Marquette,,,0
852,Rayjon Tucker,22,"Charlotte, NC",USA,,,Arkansas-Little Rock,,,0
853,Jarrod Uthoff,26,"Cedar Rapids, IA",USA,,,University of Iowa,,,0
854,Denzel Valentine,26,"Lansing, MI",USA,,,Michigan State University,,,0
855,Anderson Varejao,37,Santa Teresa,Brazil,,,,,,0
856,Gabe Vincent,23,"Stockton, CA",USA,,,,,,0
857,Dean Wade,23,"Wichita, KS",USA,,,Kansas State,,,0
858,Luke Walton,2,"San Diego, CA",USA,,,University of Arizona,,,0
859,P.J. Washington,21,"Louisville, KY",USA,,,Kentucky,,,0
860,Tremont Waters,22,"New Haven, CT",USA,,,Louisiana State,,,0
861,Paul Watson,25,"Phoenix, AZ",USA,,,Fresno State,,,0
862,Quinndary Weatherspoon,23,"Canton, MS",USA,,,Mississippi State,,,0
863,James Webb III,26,"Augusta, GA",USA,,,Boise State University,,,0
864,Coby White,20,"Goldsboro, NC",USA,,,North Carolina,,,0
865,Andrew White III,26,"Richmond, VA",USA,,,Syracuse University,,,0
866,C.J. Wilcox,29,"Pleasant Grove, UT",USA,,,University of Washington,,,0
867,Damien Wilkins,40,"Washington, NC",USA,,,University of Georgia,,,0
868,Elliott Williams,30,"Memphis, TN",USA,,,University of Memphis,,,0
869,Grant Williams,21,"Houston, TX",USA,,,Tennessee,,,0
870,Nigel Williams-Goss,25,"Happy Valley, OR",USA,,,Gonzaga,,,0
871,Zion Williamson,19,"Salisbury, NC",USA,,,Duke,,,0
872,Kyle Wiltjer,27,"Portland, OR",USA,,,Gonzaga University,,,0
873,Dylan Windler,23,,,,,Belmont,,,0
874,Todd Withers,23,"Greensboro, NC",USA,,,Queens University,,,0
875,Jeff Withey,30,"San Diego, CA",USA,,,University of Kansas,,,0
876,Nate Wolters,28,"St. Cloud, MN",USA,,,South Dakota State University,,,0
877,Kenny Wooten,21,"Manteca, CA",USA,,,Oregon,,,0
878,Brandan Wright,32,"Nashville, TN",USA,,,University of North Carolina,,,0
879,Justin Wright-Foreman,22,"Laurelton, NY",USA,,,Hofstra,,,0
880,Tony Wroten,27,"Seattle, WA",USA,,,University of Washington,,,0
